path,type,Language,translationOf,id,title,text,description,hebergements,state,image
idee-sejour/a-stay-plus/eco-gite-stay/eco-gite-plus-stay,Vignette,,,eco-gite-plus-stay,Eco-Gîte Plus Stay,,éco gîte et éco chambre d'hôtes en Wallonie,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/a-stay-plus/eco-gite-stay/eco-gite-plus-stay
idee-sejour/a-stay-plus/eco-gite-stay/eco-gite-stay,Image,,,eco-gite-stay,Eco-Gîte Stay,,Hébergement écologique gîte et chambre d'hôtes,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/a-stay-plus/eco-gite-stay/eco-gite-stay
idee-sejour/a-stay-plus/accessible-to-all-stay/idea-of-an-accessible-to-all-stay,Vignette,,,idea-of-an-accessible-to-all-stay,Idea of an Accessible to All Stay,,Accessible to All Stay  in a gite or guest room,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/a-stay-plus/accessible-to-all-stay/idea-of-an-accessible-to-all-stay
idee-sejour/a-stay-plus/accessible-to-all-stay/accessible-to-all-stay-plus,Image,,,accessible-to-all-stay-plus,Accessible to All Stay Plus,,"Accessible to All gites and guest rooms, to live together even if different.",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/a-stay-plus/accessible-to-all-stay/accessible-to-all-stay-plus
idee-sejour/a-stay-plus/anti-allergic-stay/idea-of-an-anti-allergic-stay,Vignette,,,idea-of-an-anti-allergic-stay,Idea of an Anti-allergic Stay,,Anti-allergic Stay in a gite or guest room,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/a-stay-plus/anti-allergic-stay/idea-of-an-anti-allergic-stay
idee-sejour/a-stay-plus/anti-allergic-stay/anti-allergic-stay-plus,Image,,,anti-allergic-stay-plus,Anti-allergic Stay Plus,,"Anti-allergic gites and guest rooms, holidays in a purified ambiance.",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/a-stay-plus/anti-allergic-stay/anti-allergic-stay-plus
idee-sejour/a-stay-plus/cuddly-baby-stay/idea-of-a-cuddly-baby-stay,Vignette,,,idea-of-a-cuddly-baby-stay,Idea of a Cuddly Baby Stay,,Cuddly Baby Stay in a gite or guest room,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/a-stay-plus/cuddly-baby-stay/idea-of-a-cuddly-baby-stay
idee-sejour/a-stay-plus/cuddly-baby-stay/cuddly-baby-stay-plus,Image,,,cuddly-baby-stay-plus,Cuddly Baby Stay Plus,,"Cuddly Baby gites and guest rooms, the helping hand for young couples.",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/a-stay-plus/cuddly-baby-stay/cuddly-baby-stay-plus
idee-sejour/a-stay-plus/garden-stay/garden-stay-plus,Image,,,garden-stay-plus,Garden Stay Plus,,"Garden gites and guest rooms, a visit to a garden extraordinary.",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/a-stay-plus/garden-stay/garden-stay-plus
idee-sejour/a-stay-plus/garden-stay/idea-of-a-garden-stay,Vignette,,,idea-of-a-garden-stay,Idea of a Garden Stay,,Garden Stay in a gite or guest room.,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/a-stay-plus/garden-stay/idea-of-a-garden-stay
idee-sejour/a-stay-plus/eco-gite-stay/eco-gite-plus-stay,Vignette,,,eco-gite-plus-stay,Eco-Gîte Plus Stay,,éco gîte et éco chambre d'hôtes en Wallonie,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/a-stay-plus/eco-gite-stay/eco-gite-plus-stay
idee-sejour/a-stay-plus/eco-gite-stay/eco-gite-stay,Image,,,eco-gite-stay,Eco-Gîte Stay,,Hébergement écologique gîte et chambre d'hôtes,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/a-stay-plus/eco-gite-stay/eco-gite-stay
idee-sejour/thematischer-aufenthalt,IdeeSejourFolder,de,idee-sejour/sejours-a-theme,thematischer-aufenthalt,Thematischer Aufenthalt,,"
<p>Ferien sind die ideale Gelegenheit, Ihrer Lieblingsaktivität nachzugehen. Entspannung, Sport oder Entdeckung der Natur - die thematischen Gîtes (Ferienhäuser) und Gästezimmer haben für jeden etwas zu bieten. Und Ihre Gastgeber führen Sie gerne durch Ihre Freizeit, ganz gleich, ob Sie Amateur oder erfahrener Spezialist sind.</p>
",,publish,
idee-sejour/thematischer-aufenthalt/thematischer-aufenthalt-panda,IdeeSejour,de,idee-sejour/sejours-a-theme/sejour-a-theme-panda,thematischer-aufenthalt-panda,Aufenthalt Panda,"
<p align=""center""><b><img src=""thematischer-aufenthalt-panda"" alt=""Thematischer Aufenthalt Panda"" /></b></p>
<p></p>
<p align=""justify"">Ein gemütlicher Aufenthalt in herzlicher Atmosphäre, bei dem man sich entspannen und die natürliche Umgebung entdecken kann. Die Ferienunterkünfte Panda liegen in Schutzgebieten oder für die Schönheit der geschützten Natur bekannten Gegenden und bieten so die Gelegenheit zum etwas anderen Aufenthalt. Der Eigentümer hat seine Ferienunterkunft möglichst mit natürlichen Materialien eingerichtet. Mit wasser- und energiesparenden Techniken und Abfalltrennung achtet er auf Umweltverträglichkeit.</p>
<p align=""justify""></p>
<p align=""justify"">Er gestaltet und pflegt einen natürlichen Garten, bevorzugt mit einheimischen Arten. Er bietet seinen Gästen an, auf Spaziergängen, mit Hilfe von Lehrtafeln oder Lehrmaterial die umliegende Natur kennenzulernen.</p>
<p align=""justify""></p>
<p class=""discreet"">Unser Partner für Ferienhäuser und Gästezimmer Panda:</p>
<ul><li>
<p class=""discreet""><a href=""http://www.wwf.be/ target="">WWF</a></p>
</li></ul>
","Eine Ferienunterkunft inmitten einer Region, deren Natur für ihre Schönheit bekannt ist, mit natürlichen Materialien erbaut und eingerichtet, umwelt- und naturverträglich betrieben.",618|40|814|519|783|784|270|955|77|1204|1205|1184|1119|1120|1466|1467|1468|1134,publish,
idee-sejour/thematischer-aufenthalt/thematischer-aufenthalt-panda/thematische-aufenthaltsidee-panda,Vignette,,,thematische-aufenthaltsidee-panda,Thematische Aufenthaltsidee Panda,,Thematischer Aufenthalt Panda im Ferienhaus oder Gästezimmer,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/thematischer-aufenthalt/thematischer-aufenthalt-panda/thematische-aufenthaltsidee-panda
idee-sejour/thematischer-aufenthalt/thematischer-aufenthalt-panda/thematischer-aufenthalt-panda,Image,,,thematischer-aufenthalt-panda,Thematischer Aufenthalt Panda,,Thematische Ferienhäuser und Gästezimmer Panda in Partnerschaft mit dem WWF,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/thematischer-aufenthalt/thematischer-aufenthalt-panda/thematischer-aufenthalt-panda
idee-sejour/thematischer-aufenthalt/aufenthalt-aktiv-natur-entdecken,IdeeSejour,de,idee-sejour/sejours-a-theme/sejour-a-theme-activites-decouverte-nature,aufenthalt-aktiv-natur-entdecken,Aufenthalt Aktiv Natur entdecken,"
<p align=""center""><b><img src=""sejour-a-theme-activites-decouverte-nature"" alt=""Séjour à Thème Activités Découverte Nature"" /></b></p>
<p></p>
<p align=""justify"">Die Ferienhäuser und Gästezimmer Aktiv Natur entdecken sind vor allem auf die Natur ausgerichtet, etwa mit einer naturbezogenen Dekoration, einer Umgebung, die eine erste Annäherung an die Natur fördert, Material zur Einführung in den Reichtum der Natur.</p>
<p align=""justify"">Nutzen Sie die Angebote zur Einführung in die Entdeckung der umliegenden Natur (Flora, Fauna, Geologie …) oder zur Wissensvertiefung für versierte Naturliebhaber. So bietet sich stets eine gute Möglichkeit, zu entspannen und gleichzeitig den natürlichen Reichtum der Region kennenzulernen.</p>
","Lust auf Ferien, in denen sich was rührt? Ihre liebenswürdigen Gastgeber schlagen Ihnen gerne Ausflüge und Wanderungen zu bestimmten Themen vor.",530|658|840|324|58|59|60|429|660|656|661|659|1037|1500|1501|1503|1502|839|172,publish,
idee-sejour/thematischer-aufenthalt/aufenthalt-aktiv-natur-entdecken/sejour-a-theme-activites-decouverte-nature,Image,,,sejour-a-theme-activites-decouverte-nature,Aufenthaltsidee Aktiv Natur entdecken,,Aufenthalt Aktiv Natur entdecken,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/thematischer-aufenthalt/aufenthalt-aktiv-natur-entdecken/sejour-a-theme-activites-decouverte-nature
idee-sejour/thematischer-aufenthalt/aufenthalt-aktiv-natur-entdecken/idee-sejour-activites-decouverte-nature,Vignette,,,idee-sejour-activites-decouverte-nature,Aufenthaltsidee Aktiv Natur entdecken,,Aufenthalt Aktiv Natur entdecken,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/thematischer-aufenthalt/aufenthalt-aktiv-natur-entdecken/idee-sejour-activites-decouverte-nature
idee-sejour/thematischer-aufenthalt/aufenthalt-angeln,IdeeSejour,de,idee-sejour/sejours-a-theme/sejour-a-theme-peche,aufenthalt-angeln,Aufenthalt Angeln,"
<p align=""center""><b><img src=""thematischer-aufenthalt-angeln"" alt=""Thematischer Aufenthalt Angeln"" /></b></p>
<p></p>
<p align=""justify"">Durch die Wallonie und die Ardennen fließen viele Wasserläufe mit Angelstellen, an denen Sie in Ihren Ferien auf ""Fischfang"" gehen können.</p>
<p align=""justify"">So können Sie von Ihrem thematischen Ferienhaus oder Gästezimmer aus, manchmal auch in Begleitung Ihres Gastgebers, Ihrem Lieblingssport nachgehen. In der Umgebung stehen Ihnen aber auch verschiedene andere Angelarten und Stellen (Fluss, See, Weiher …) offen. So bietet sich stets eine gute Möglichkeit, zu entspannen und gleichzeitig den natürlichen Reichtum der Region kennenzulernen.</p>
<p>Im Rahmen des thematischen Ferienhauses oder Gästezimmers Angeln stehen Ihnen die nötige Infrastruktur zur Aufbewahrung des Materials und ein Fischteich/-behälter für den Fang zur Verfügung.</p>
<p class=""discreet"">Hier erfahren Sie alles über Angeln in der Wallonie und den Ardennen:</p>
<ul><li>
<p class=""discreet""><a href=""http://www.maisondelapeche.be/"" target=""_blank"">La maison wallonne de la pêche</a></p>
</li></ul>
",Die Ferienhäuser und Gästezimmer Angeln eignen sich ideal für Angelfreunde auf der Suche nach neuen Erfahrungen.,29|1041|1042|1044|1040|1043|81|136|137|247|451,publish,
idee-sejour/thematischer-aufenthalt/aufenthalt-angeln/thematische-aufenthaltsidee-angeln,Vignette,,,thematische-aufenthaltsidee-angeln,Thematische Aufenthaltsidee Angeln,,Thematischer Aufenthalt Angeln im Ferienhaus oder Gästezimmer,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/thematischer-aufenthalt/aufenthalt-angeln/thematische-aufenthaltsidee-angeln
idee-sejour/thematischer-aufenthalt/aufenthalt-angeln/thematischer-aufenthalt-angeln,Image,,,thematischer-aufenthalt-angeln,Thematischer Aufenthalt Angeln,,"Thematische Ferienhäuser und Gästezimmer Angeln in Fluss-, Weiher- oder Seenähe",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/thematischer-aufenthalt/aufenthalt-angeln/thematischer-aufenthalt-angeln
idee-sejour/thematischer-aufenthalt/aufenthalt-reiten,IdeeSejour,de,idee-sejour/sejours-a-theme/sejour-a-theme-equestre,aufenthalt-reiten,Aufenthalt Reiten,"
<p align=""center""><b><img src=""thematischer-aufenthalt-reiten"" alt=""Thematischer Aufenthalt Reiten"" /></b></p>
<p></p>
<p align=""justify"">In Ihrer reiterfreundlich eingerichteten Ferienunterkunft finden Sie alles, was Sie für Ihr Pferd benötigen: Sattelzeug, Weide oder Box und natürlich Futter.</p>
<p align=""justify"">Ihr Gastgeber informiert Sie gerne über Einführungen, Ausritte und ein- oder mehrtägige Reittouren. Vielleicht bietet er Ihnen sogar an, Sie zu begleiten, um Ihnen seine Region zu zeigen.</p>
",In den thematischen Ferienhäusern und Gästezimmern Reiten können Liebhaber von Ausritten Ihrer Leidenschaft frönen.,1041|1042|1044|1040|1043|330|344|734|735|139|373|812|949|1155,publish,
idee-sejour/thematischer-aufenthalt/aufenthalt-reiten/thematische-aufenthaltsidee-reiten,Vignette,,,thematische-aufenthaltsidee-reiten,Thematische Aufenthaltsidee Reiten,,Thematischer Aufenthalt Reiten im Ferienhaus oder Gästezimmer,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/thematischer-aufenthalt/aufenthalt-reiten/thematische-aufenthaltsidee-reiten
idee-sejour/thematischer-aufenthalt/aufenthalt-reiten/thematischer-aufenthalt-reiten,Image,,,thematischer-aufenthalt-reiten,Thematischer Aufenthalt Reiten,,Thematische Ferienhäuser und Gästezimmer Reiten - für aktive Pferdefreunde,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/thematischer-aufenthalt/aufenthalt-reiten/thematischer-aufenthalt-reiten
idee-sejour/thematischer-aufenthalt/aufenthalt-kulturerbe,IdeeSejour,de,idee-sejour/sejours-a-theme/sejour-a-theme-patrimoine,aufenthalt-kulturerbe,Aufenthalt Kulturerbe,"
<p align=""center""><b><img src=""thematischer-aufenthalt-kulturerbe"" alt=""Thematischer Aufenthalt Kulturerbe"" /></b></p>
<p></p>
<p class=""PageDescr_Titre"">Sie interessiert die Geschichte des Gebäudes, in dem Sie die Ferien verbringen? Sie begeistern sich für die Folklore und Traditionen der Region, in der Sie die Ferien verbringen?<br />Dann sind die Ferienhäuser und Gästezimmer Kulturerbe genau das Richtige für Sie!</p>
<p class=""PageDescr_Txt"">Die Gebäude sind in der Regel denkmalgeschützt und ihre Vergangenheit Teil der Geschichte Belgiens, ihrer Region oder auch der Traditionen und Folklore.</p>
<p align=""justify""></p>
<p class=""discreet"">Unser Partner für die Ferienhäuser und Gästezimmer Kulturerbe:</p>
<ul><li>
<p class=""discreet""><a href=""http://mrw.wallonie.be/dgatlp/"" target=""_blank"">L'administration wallonne du Patrimoine</a></p>
</li></ul>
",Begegnen Sie der Geschichte der Wallonie und der Ardennen in den thematischen Ferienhäusern und Gästezimmern Kulturerbe.,90|486|114|1113|1114|1115,publish,
idee-sejour/thematischer-aufenthalt/aufenthalt-kulturerbe/thematische-aufenthaltsidee-kulturerbe,Vignette,,,thematische-aufenthaltsidee-kulturerbe,Thematische Aufenthaltsidee Kulturerbe,,Thematischer Aufenthalt Kulturerbe im Ferienhaus oder Gästezimmer,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/thematischer-aufenthalt/aufenthalt-kulturerbe/thematische-aufenthaltsidee-kulturerbe
idee-sejour/thematischer-aufenthalt/aufenthalt-kulturerbe/thematischer-aufenthalt-kulturerbe,Image,,,thematischer-aufenthalt-kulturerbe,Thematischer Aufenthalt Kulturerbe,,Thematische Ferienhäuser und Gästezimmer Kulturerbe - Folklore und Traditionen der Wallonie erleben,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/thematischer-aufenthalt/aufenthalt-kulturerbe/thematischer-aufenthalt-kulturerbe
idee-sejour/thematischer-aufenthalt/thematischer-aufenthalt-panda/thematische-aufenthaltsidee-panda,Vignette,,,thematische-aufenthaltsidee-panda,Thematische Aufenthaltsidee Panda,,Thematischer Aufenthalt Panda im Ferienhaus oder Gästezimmer,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/thematischer-aufenthalt/thematischer-aufenthalt-panda/thematische-aufenthaltsidee-panda
idee-sejour/thematischer-aufenthalt/thematischer-aufenthalt-panda/thematischer-aufenthalt-panda,Image,,,thematischer-aufenthalt-panda,Thematischer Aufenthalt Panda,,Thematische Ferienhäuser und Gästezimmer Panda in Partnerschaft mit dem WWF,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/thematischer-aufenthalt/thematischer-aufenthalt-panda/thematischer-aufenthalt-panda
